"","TransactionNumber","UserID","Age","Gender","Occupation","EducationLevel","MaritalStatus","NumDependents","Income","Expenditure","GiftsTransaction","TransactionDate","TransactionTime","TransactionAmount","MerchantID","TransactionType","TransactionLocation","DeviceType","Latitude","Longitude","EmailDomain","Terrorism","UserTenure","IsFraud"
"3112",13227,193,29,"Male","Student","Master","Single",2,50724.87,21231.06,"£ 3539.09","2023-11-18","11:51:49",106.58,"M008","Withdrawal","Darwin","iphone 15",-37.0201,144.9646,"ibrooks@gmail.com","False",74,1
"3113",18113,2821,39,"Female","Professional","High School","Divorced",2,138234.17,102647.472,"1542.29 AUD","2023-10-09","18:22:00",629.232,"M006","Purchase","Darwin","android",-20.917574,142.702789,"nancy25@yahoo.com","False",85,0
"3114",18206,3466,36,"Male","Retired","Bachelor","Single",4,91563.96,45149.188,"3184.27 AUD","2023-07-06","08:31:49",35.392,"M007","Purchase","Adelaide","Mobile",-20.917574,142.702789,"bradleystanley@outlook.com","True",58,0
"3115",7525,844,-1,"Other","Professional","Bachelor","Married",4,35240.77,27043.69,"£ 5258.21","2023-12-18","23:11:35",698.69,"M007","Transfer","Brisbane","Desktop",-31.840233,145.612793,"iwright@tempmail.com","True",105,0
"3116",821,1173,-1,"Male","Student","Master","Married",2,109320.9,35871.52,"3347.08 GBP","2023-11-24","06:59:14",42.62,"M005","Purchase","Canberra","Mobile",-20.917574,142.702789,"bsmith@tempmail.com","False",79,0
"3117",10255,2447,22,"Male","Professional","Master","Married",3,65785.94,47610.55,"4608.2 GBP","2023-10-17","00:00:00",177.44,"M003","Purchase","Sydney","Mobile",-20.917574,142.702789,"blakecasey@outlook.com","False",78,1
"3118",16930,2758,27,"Male","Unemployed","High School","Married",1,126566.3,79539.196,"AU$ 22524.86","2023-12-30","06:58:36",48.524,"M006","Purchase","Adelaide","Desktop",-31.840233,145.612793,"bushdavid@outlook.com","True",110,0
"3119",8278,3368,-1,"Male","Student","PhD","Single",2,76692.62,25371.65,"£ 2753.17","2023-12-19","23:59:59",75.31,"M001","Withdrawal","Hobart","Mobile",-37.0201,144.9646,"frank18@outlook.com","False",58,1
"3120",8273,3487,-1,"Female","Student","Bachelor","Married",1,85524.36,67413.8,"£ 304.27","2023-05-27","07:54:42",19.71,"M006","Payment","SYD","Desktop",-31.840233,145.612793,"alicia43@securemail.com","False",113,0
"3121",13543,3774,29,"Male","Professional","Bachelor","Single",2,54962.84,40380.89,"2383.47 GBP","2023-10-14","13:06:42",14.47,"M006","Transfer","Adelaide","Mobile",-30.000233,136.209152,"joannagonzalez@outlook.com","False",4,0
"3122",17636,1143,37,"Female","Student","High School","Divorced",0,75514.73,48347.484,"AU$ 8410.74","2023-03-03","07:45:51 AM",418.588,"M006","Withdrawal","Brisbane","iphone 15",-30.000233,136.209152,"jreed@gmail.com","False",49,1
"3123",9023,568,18,"Other","Professional","Bachelor","Married",0,29843.77,12134.09,"£ 2550.05","2023-01-26","18:56:28",112.78,"M006","Purchase","Canberra","Desktop",-37.0201,144.9646,"robertanderson@gmail.com","True",52,0
"3124",7645,1276,-1,"Female","Professional","Bachelor","Divorced",3,72127.16,37137.84,"4420.97 GBP","2023-01-26","13:48:00",21.32,"M004","Purchase","Sydney","Mobile",-25.042261,117.793221,"sandra21@gmail.com","True",37,0
"3125",12457,3226,46,"Female","Professional","Master","Single",0,77013.22,39757.87,"3578.66 GBP","2023-04-21","18/56/58",275.96,"M006","Purchase","Darwin","Mobile",-31.840233,145.612793,"sherryclark@outlook.com","False",75,0
"3126",14041,959,-1,"Male","Student","Master","Married",4,29230.59,18351.55,"£ 1407.88","2023-09-14","07:32:24",163.24,"M006","Purchase","Perth","Tablet",-31.840233,145.612793,"melissa51@outlook.com","True",100,0
"3127",2833,1228,28,"Female","Professional","Bachelor","Divorced",4,88724.1,70900.16,"£ 2661.65","2023-08-01","13:16:45",190.09,"M001","Withdrawal","Hobart","Tablet",-20.917574,142.702789,"jhunter@tempmail.com","True",99,1
"3128",10372,3440,29,"Female","Professional","Bachelor","Married",3,102665.49,52131.47,"£ 4963.21","2023-11-07","13:18:19",174.89,"M006","Withdrawal","Perth","Mobile",-31.840233,145.612793,"stevenlloyd@gmail.com","False",116,1
"3129",7406,3906,37,"Other","Professional","Master","Single",2,77989.81,36200.95,"£ 577.65","2023-09-14","21:02:35",75.98,"M005","Purchase","Darwin","Mobile",-31.840233,145.612793,"donna33@gmail.com","False",54,0
"3130",12341,1024,31,"Male","Professional","Master","Married",0,96518.15,44144.42,"554.62 GBP","2023-11-15","11:00:57",69.6,"M005","Transfer","Adelaide","Desktop",-31.840233,145.612793,"andrew32@gmail.com","True",40,0
"3131",17464,1845,51,"Male","Student","Master","Single",4,34229.18,22367.632,"1585.69 AUD","2023-11-24","05/52/57",184.764,"M004","Purchase","Brisbane","Mobile",-31.840233,145.612793,"jimmymcbride@outlook.com","False",36,1
"3132",8240,4524,-1,"Other","Professional","Bachelor","Single",3,32717.18,12822.82,"1659.76 GBP","2023-09-01","01:31:19",302.55,"M002","Purchase","Sydney","Mobile",-37.0201,144.9646,"timothylevy@tempmail.com","False",117,1
"3133",10611,45,39,"Male","Retired","Bachelor","Single",0,59143,21778.01,"£ 240.02","2023-11-14","17:48:56",27.46,"M004","Transfer","Perth","Desktop",-20.917574,142.702789,"wilsonjessica@gmail.com","False",84,0
"3134",12907,867,-1,"Female","Professional","Bachelor","Married",0,87015.31,68537.29,"479.27 GBP","2023-05-22","14:35:22",160.11,"M006","Purchase","Brisbane","Mobile",-31.840233,145.612793,"david08@disposable.com","False",10,0
"3135",9979,4048,41,"Female","Professional","Bachelor","Married",2,81376.98,51987.89,"£ 1211.21","2023-12-28","21:52:10",197.68,"M008","Payment","Perth","Tablet",-30.000233,136.209152,"yvonnebonilla@gmail.com","True",10,0
"3136",12785,1339,38,"Male","Professional","Master","Single",3,77296.83,41202.06,"3718.3 GBP","2023-10-12","09:28:31",386.06,"M002","Payment","Brisbane","Mobile",-20.917574,142.702789,"larryphillips@outlook.com","False",2,0
"3137",7768,324,32,"Male","Professional","High School","Single",4,41199.48,19323.65,"6322.41 GBP","2023-12-29","21:29:16",26.96,"M007","Transfer","Hobart","Desktop",-30.000233,136.209152,"robertjacobs@yahoo.com","False",1,0
"3138",15421,1211,28,"Male","Unemployed","Bachelor","Married",1,89020.1,45567.088,"AU$ 1154.15","2023-08-20","23:59:59",114.94,"M004","Payment","Sydney","iphone 15",-31.840233,145.612793,"elizabethbenjamin@yahoo.com","False",64,0
"3139",4095,990,48,"Female","Retired","High School","Single",1,54504.9,38948.96,"1979.25 GBP","2023-12-03","21:32:35",56.71,"M005","Transfer","Brisbane","Mobile",-31.840233,145.612793,"robertalexander@outlook.com","False",81,0
"3140",2689,2981,26,"Male","Student","Bachelor","Married",2,60259.28,35288.96,"£ 814.3","2023-09-10","17:01:58",44,"M002","Withdrawal","Canberra","Mobile",-20.917574,142.702789,"hsullivan@outlook.com","False",44,1
"3141",1189,4394,-1,"Male","Student","Bachelor","Single",2,28419.25,11172.93,"600.92 GBP","2023-02-28","00:59:00",2129.47,"M001","Purchase","Canberra","Desktop",-37.0201,144.9646,"ernestdavis@gmail.com","True",28,1
"3142",9285,4052,32,"Male","Professional","Bachelor","Single",3,70083.09,21387.36,"£ 992.64","2023-12-26","05:23:21",42.15,"M008","Purchase","Hobart","iphone 15",-37.0201,144.9646,"rroy@outlook.com","False",86,1
"3143",4845,3930,-1,"Female","Professional","Bachelor","Widowed",1,130959.8,99954.04,"5285.68 GBP","2023-10-11","17:54:15",348.41,"M007","Withdrawal","Canberra","Mobile",-31.840233,145.612793,"rrivera@gmail.com","False",22,1
"3144",5210,4052,32,"Male","Professional","Bachelor","Single",3,70083.09,21387.36,"992.64 GBP","2023-12-26","05:36:04",251.57,"M001","Withdrawal","Hobart","Desktop",-37.0201,144.9646,"rroy@outlook.com","False",86,1
"3145",3990,3884,41,"Male","Student","High School","Married",3,91759.8,68532.05,"£ 3600.27","2023-10-12","03:10:39",1026.55,"M001","Payment","Sydney","Tablet",-25.042261,117.793221,"brownnatasha@gmail.com","True",60,1
"3146",8060,3158,-1,"Male","Student","PhD","Single",2,90773.33,36983.79,"584.89 GBP","2023-01-27","06/37/32",2519.66,"M003","Purchase","Melbourne","smartphone",-31.840233,145.612793,"josephramirez@gmail.com","False",119,0
"3147",5676,3290,35,"Other","Professional","Bachelor","Married",3,38806.94,14110.38,"£ 1114.86","2023-11-04","07:31:54 PM",183.69,"M003","Transfer","Darwin","Desktop",-37.0201,144.9646,"jbullock@gmail.com","False",71,0
"3148",13214,3818,50,"Male","Professional","Master","Married",0,52861.26,36848.91,"£ 2241.14","2023-08-18","21:53:59",285.56,"M004","Payment","Melbourne","mob",-31.840233,145.612793,"pmartin@yahoo.com","True",90,0
"3149",13595,1641,33,"Female","Unemployed","Master","Married",4,67775.02,46387.92,"1814.12 GBP","2023-07-30","02:43:57",321.13,"M003","Transfer","Melbourne","Mobile",-37.0201,144.9646,"bethmontgomery@yahoo.com","False",106,0
"3150",13344,938,31,"Male","Professional","Bachelor","Single",3,72318.81,56906.78,"9891.95 GBP","2023-06-27","09/02/29",231.95,"M002","Transfer","Perth","mob",-37.0201,144.9646,"kara60@gmail.com","False",94,0
"3151",14850,3788,34,"Female","Unemployed","PhD","Married",2,60581.7,25548.816,"AU$ 3907.41","2023-10-04","12:00:00 AM",21.324,"M001","Payment","Melb","Mobile",-20.917574,142.702789,"jessicaflowers@tempmail.com","True",44,0
"3152",16319,2707,57,"Other","Student","High School","Married",2,46258.08,16040.272,"AU$ 1744.71","2023-12-19","07:49:47",416.888,"M002","Transfer","Adelaide","Mobile",-31.840233,145.612793,"pjordan@gmail.com","False",2,0
"3153",3880,881,31,"Male","Student","Master","Married",2,124611.51,46970.67,"2048.49 GBP","2023-11-18","09:18:18",621.06,"M002","Purchase","Darwin","Mobile",-30.000233,136.209152,"joantrevino@gmail.com","True",59,0
"3154",13554,3217,31,"Female","Professional","Bachelor","Married",2,97066.87,37213.11,"£ 4026.98","2023-07-09","00:00:00",62.96,"M007","Transfer","Melburn","Desktop",-37.0201,144.9646,"allison08@yahoo.com","False",86,0
"3155",12499,3390,31,"Male","Professional","Bachelor","Married",1,25794.6,14691.33,"807.98 GBP","2023-12-21","17:35:19",137.89,"M001","Payment","Perth","Desktop",-25.042261,117.793221,"wmaxwell@outlook.com","False",65,0
"3156",10694,1831,-1,"Female","Professional","High School","Single",1,59281.81,30489.98,"3019.28 GBP","2023-07-31","04:37:13",163.62,"M005","Withdrawal","Brisbane","Mobile",-20.917574,142.702789,"hmcdaniel@gmail.com","False",49,1
"3157",4934,28,29,"Female","Unemployed","Bachelor","Married",4,62299.85,22359.9,"£ 237.03","2023-08-21","00:00:00",91.79,"M007","Transfer","Melbourne","Tablet",-20.917574,142.702789,"brian62@outlook.com","False",103,0
"3158",12334,1647,28,"Female","Student","Bachelor","Divorced",4,56484.61,19096.81,"2383.45 GBP","2023-02-19","11:17:25",52.97,"M002","Withdrawal","Sydney","Mobile",-25.042261,117.793221,"john97@tempmail.com","True",12,1
"3159",17554,4578,47,"Male","Professional","Master","Single",3,85829.16,41729.92,"AU$ 11365.72","2023-08-22","12/32/05",36.992,"M005","Purchase","Brisbane","Mobile",-41.640079,146.315918,"kmoore@gmail.com","False",53,0
"3160",7746,3959,37,"Male","Professional","PhD","Married",0,58841.98,37940.13,"£ 4124.46","2023-01-07","05:27:22",57,"M007","Transfer","Darwin","Mobile",-37.0201,144.9646,"kbrown@yahoo.com","True",103,1
"3161",12446,4553,32,"Female","Professional","High School","Married",3,144175.42,99481.96,"2948.97 GBP","2023-07-22","00/05/45",2.22,"M001","Withdrawal","Canberra","Mobile",-20.917574,142.702789,"sarahsmith@gmail.com","True",51,1
"3162",5235,2069,28,"Female","Professional","High School","Single",1,120065.07,75313.71,"£ 3744.94","2023-03-11","11:07:34",342.14,"M005","Purchase","Bne","iphone 15",-31.840233,145.612793,"uherman@disposable.com","False",7,0
"3163",3945,1930,-1,"Female","Professional","Bachelor","Widowed",3,50219.92,24684.27,"1286.13 GBP","2023-04-27","02:31:32",4.03,"M008","Purchase","Adelaide","Mobile",-25.042261,117.793221,"iturner@outlook.com","True",60,1
"3164",10121,1538,-1,"Male","Professional","Bachelor","Single",4,84701.46,36169.55,"£ 1817.27","2023-09-22","13:41:57",69.69,"M006","Purchase","Adelaide","Desktop",-37.0201,144.9646,"johnfarrell@gmail.com","False",67,0
"3165",2164,3692,21,"Female","Retired","Bachelor","Single",0,87077.75,35069.17,"1478.46 GBP","2023-08-17","19:50:24",48.15,"M007","Purchase","Melbourne","Mobile",-37.0201,144.9646,"pamela34@yahoo.com","False",103,0
"3166",2886,1401,-1,"Female","Student","Bachelor","Married",1,63730.7,34006.53,"£ 223.19","2023-08-12","16/56/15",321.99,"M005","Purchase","Darwin","Desktop",-31.840233,145.612793,"strongsamuel@yahoo.com","True",99,0
"3167",10109,4553,32,"Female","Professional","High School","Married",3,144175.42,99481.96,"£ 2948.97","2023-07-22","00/00/00",1.97,"M001","Transfer","Melbourne","mob",-20.917574,142.702789,"sarahsmith@gmail.com","True",51,0
"3168",17015,2215,39,"Female","Professional","Bachelor","Single",2,38614.4,23216.164,"AU$ 2905.3","2023-09-13","21:38:50",653.756,"M005","Purchase","Adelaide","iphone 15",-37.0201,144.9646,"jodi77@gmail.com","True",43,0
"3169",14179,1159,38,"Male","Professional","High School","Married",4,143379.3,83410.12,"£ 7494.49","2023-09-18","00:00:00",765.09,"M002","Purchase","Hobart","Mobile",-20.917574,142.702789,"andersonnicole@outlook.com","False",49,1
"3170",16007,1916,33,"Female","Student","Bachelor","Single",1,48587.65,33861.26,"AU$ 5960.5","2023-11-25","07:50:28",180.52,"M004","Purchase","Darwin","galaxys7",-31.840233,145.612793,"cherylking@gmail.com","False",13,0
"3171",10525,824,23,"Female","Unemployed","Bachelor","Married",2,72906.66,51861.53,"£ 2705.83","2023-08-20","23:09:33",165.36,"M005","Withdrawal","Mel","Tablet",-37.0201,144.9646,"dunnluis@gmail.com","False",62,0
"3172",5666,1964,43,"Male","Unemployed","PhD","Married",0,53094.75,37888.37,"832.51 GBP","2023-07-05","05:11:11",53.31,"M007","Purchase","Melbourne","Mobile",-31.840233,145.612793,"idean@gmail.com","False",64,0
"3173",172,368,-1,"Female","Student","Bachelor","Single",1,39851.41,19378.87,"£ 1147.48","2023-04-30","15:26:45",277.13,"M008","Withdrawal","Canberra","Mobile",-31.840233,145.612793,"jasmine50@gmail.com","True",97,1
"3174",639,4020,34,"Female","Professional","Master","Married",4,55429.36,20157.6,"£ 2121.3","2023-12-29","22:12:39",143.7,"M008","Purchase","Hobart","Mobile",-31.840233,145.612793,"zlewis@gmail.com","True",57,0
"3175",10836,4041,32,"Female","Professional","Bachelor","Single",0,26292.53,7928.76,"367.86 GBP","2023-01-28","02:43:29",18.5,"M006","Withdrawal","Mel","Mobile",-37.0201,144.9646,"waltersmelanie@gmail.com","False",91,1
"3176",14162,1862,34,"Male","Professional","High School","Single",4,21657.6,11574.11,"1426.09 GBP","2023-07-01","13:27:15",297.36,"M003","Purchase","Adelaide","Desktop",-25.042261,117.793221,"qreese@gmail.com","False",113,0
"3177",17068,823,21,"Female","Professional","High School","Married",4,49396.59,20128.156,"4507.7 AUD","2023-07-25","23/59/59",458.732,"M005","Purchase","Brisbane","Tablet",-37.0201,144.9646,"dylanshaw@gmail.com","True",65,0
"3178",11980,4296,30,"Female","Retired","High School","Married",0,109332.14,85520.36,"£ 4747.74","2023-08-15","02:26:37",21.53,"M005","Purchase","Melbourne","Desktop",-31.840233,145.612793,"anthony89@outlook.com","False",88,0
"3179",5065,462,33,"Female","Student","High School","Single",4,127411.49,76032.15,"£ 5952.0","2023-02-16","10:49:16",168.37,"M005","Payment","Hobart","Mobile",-31.840233,145.612793,"ttapia@tempmail.com","False",35,0
"3180",15633,2802,45,"Female","Student","Master","Married",0,34891.8,15247.356,"AU$ 2385.49","2023-09-01","04:07:47",199.652,"M002","Purchase","Canberra","Mobile",-20.917574,142.702789,"amanda79@disposable.com","True",85,1
"3181",14791,1417,31,"Female","Student","Bachelor","Married",0,65608.99,42269.672,"AU$ 2590.67","2023-02-14","11/54/24",144.112,"M003","Payment","Darwin","Desktop",-37.0201,144.9646,"gabrielfrank@gmail.com","False",92,0
"3182",7435,2490,26,"Male","Student","Master","Single",1,45812.38,28966.32,"1666.12 GBP","2023-10-01","01:36:49",29.22,"M002","Transfer","Darwin","Mobile",-30.000233,136.209152,"martinrebecca@yahoo.com","True",95,1
"3183",13071,4289,30,"Male","Professional","High School","Single",0,52323.96,27978.18,"198.96 GBP","2023-06-12","01:03:58",226.02,"M003","Purchase","Perth","Desktop",-31.840233,145.612793,"kellithomas@outlook.com","True",54,1
"3184",10024,4269,-1,"Female","Student","PhD","Single",0,66797.14,53330.98,"£ 690.22","2023-09-28","05:38:22",102.22,"M006","Withdrawal","Hobart","Mobile",-20.917574,142.702789,"tinacervantes@disposable.com","True",21,1
"3185",13310,1666,43,"Other","Student","High School","Single",4,79555.39,53246.69,"4005.88 GBP","2023-12-06","00:00:00",910.46,"M008","Payment","Darwin","Mobile",-20.917574,142.702789,"ajohnson@gmail.com","False",19,1
"3186",8919,2550,38,"Female","Retired","PhD","Single",4,63894.57,24826.38,"1838.21 GBP","2023-12-01","08:06:15 AM",758.87,"M004","Transfer","Brisbane","Mobile",-37.0201,144.9646,"hayley11@disposable.com","True",108,0
"3187",17425,3702,23,"Female","Student","High School","Married",3,117850.22,66399.604,"AU$ 1360.52","2023-03-09","10:52:10",509.964,"M002","Purchase","Sydney","Mobile",-31.840233,145.612793,"yfriedman@gmail.com","True",31,0
"3188",17744,501,28,"Female","Student","High School","Single",0,46029.17,33187.876,"AU$ 3440.58","2023-03-11","06:29:39",23.296,"M008","Withdrawal","Hobart","Desktop",-25.042261,117.793221,"christopher58@gmail.com","False",32,1
"3189",9026,817,23,"Male","Professional","High School","Single",4,72479.4,25785.1,"£ 6875.25","2023-09-20","02:59:45",181.49,"M002","Withdrawal","Perth","Mobile",-20.917574,142.702789,"jamesdiaz@gmail.com","False",73,1
"3190",2486,677,42,"Female","Professional","High School","Single",0,115866.84,91391.38,"£ 11797.74","2023-02-23","08:50:21",1895.65,"M004","Transfer","Melburn","Mobile",-25.042261,117.793221,"carolynmoore@outlook.com","True",57,0
"3191",9322,3369,36,"Female","Student","High School","Married",2,84724.52,38765.95,"£ 2506.31","2023-10-22","17:38:09",64.17,"M004","Purchase","Hobart","mob",-20.917574,142.702789,"kennethmarsh@gmail.com","False",99,0
"3192",14412,3316,35,"Female","Professional","Bachelor","Married",1,39065.8,14355.26,"£ 1695.68","2023-04-05","21:58:20",831.51,"M007","Purchase","Perth","Mobile",-31.840233,145.612793,"nathannguyen@outlook.com","False",36,0
"3193",12559,4674,-1,"Other","Professional","High School","Single",0,67453.51,25363.89,"£ 476.46","2023-02-05","04:28:41 AM",9.3,"M005","Purchase","Brisbane","Mobile",-20.917574,142.702789,"ybecker@gmail.com","False",31,1
"3194",8257,3859,19,"Other","Professional","High School","Married",2,37482.98,21392.7,"£ 3804.17","2023-05-25","23:59:59",55.08,"M002","Transfer","Sydney","Mobile",-37.0201,144.9646,"philip94@gmail.com","False",77,0
